@relation train

@attribute RightEyeMean numeric
@attribute RightEyeSD numeric
@attribute LeftEyeMean numeric
@attribute LeftEyeSD numeric
@attribute NoseMean numeric
@attribute NoseSD numeric
@attribute LipsMean numeric
@attribute LipsSD numeric
@attribute Class {true,false}

@data
122.3,63.063338,156.527778,72.274669,186.583333,29.789824,170.263158,33.161884,true
114.875,66.030369,156.944444,75.382811,188.75,28.119373,173.172932,34.284795,true
114.225,31.312722,120.527778,51.940893,130.333333,17.614196,121.766917,19.935839,true
108.7,30.652895,109.333333,43.955822,132.383333,19.104611,122.511278,20.474898,true
114.925,33.094571,120.416667,51.572072,149.216667,23.651489,122.451128,22.683416,true
116.7,33.247479,132.888889,58.926966,145.366667,24.12395,120.030075,24.75637,true
112.925,33.140252,124.666667,54.583619,143.366667,28.604235,117.007519,27.191102,true
62,34.978382,121.333333,70.780142,136.7,35.583895,107.842105,27.877123,true
60.1,30.716904,100.138889,64.323358,138.116667,35.579508,101.954887,22.931011,true
65.475,27.810704,105.861111,69.675637,143.3,35.945958,110.383459,25.577192,true
61.65,23.404525,91.805556,58.682594,138.233333,32.711563,108.578947,32.705808,true
63.5,29.427878,107.277778,68.613456,131.25,31.595765,106.300752,32.329268,true
98.325,30.507996,125.25,64.437955,152.933333,35.524576,95.308271,47.902075,true
91.3,28.278106,109.194444,54.663552,156.95,34.654921,84.541353,42.604686,true
90.5,26.828993,113.583333,56.239475,154.616667,36.594013,98.353383,50.758369,true
106.475,34.295838,134.722222,68.820101,149.6,33.060909,90.06015,45.357796,true
97.8,29.382709,120.555556,60.887458,157.683333,35.641098,88.676692,44.138135,true
103.6,35.111398,128.888889,65.836498,155.566667,36.010529,94.120301,46.640313,true
89.775,27.782569,109.444444,53.238785,160.65,37.717876,91.180451,46.005078,true
106.8,35.218148,130.611111,66.345105,153.8,33.800411,84.827068,43.036896,true
90.225,41.289154,91.361111,40.178994,123.366667,22.740963,102.353383,25.209184,true
94.425,37.740604,103.638889,45.828346,119.4,21.799705,107.43609,36.247331,true
90.075,45.78175,88.111111,38.738521,124.55,22.083374,103.345865,27.06503,true
96.275,40.283602,101.416667,43.835651,128.05,20.251323,104.285714,24.670118,true
90.725,42.894616,108.944444,49.650748,122.85,24.079547,106.977444,28.150964,true
91,44.57434,91.722222,40.541768,129.333333,21.35786,103.255639,24.435336,true
80.55,37.712781,122.083333,70.145716,166.466667,29.1591,152.601504,29.422198,true
83.45,39.294385,117.277778,66.66831,166.316667,29.753502,155.969925,28.567554,true
90.15,31.350418,135.305556,75.876524,159.316667,31.380925,143.533835,34.048439,true
88.175,35.175667,121.444444,66.748759,158,30.097581,145.721805,28.051185,true
117.925,62.817353,145.722222,81.928753,114.483333,66.071736,166.781955,37.801984,true
134.35,59.7012,139,68.828981,202.133333,25.337362,208.300752,18.77417,true
153.075,51.679182,165.888889,77.507521,201.233333,25.418775,201.481203,26.840325,true
132.225,56.516159,147.083333,70.42742,201.483333,27.914817,203.616541,19.343671,true
125.975,54.560476,140.222222,67.513855,202.35,26.34055,204.383459,19.00547,true
144.55,63.318062,161.055556,76.64275,200,26.005215,196.954887,30.84022,true
140.775,59.144537,157.388889,75.374599,198.633333,29.749785,204.037594,19.005345,true
117.975,52.182858,146.138889,66.443167,178.216667,23.93288,183.62406,27.005499,true
105.35,52.167162,148.722222,67.741783,176.216667,23.607017,183.300752,24.363406,true
116.85,52.648106,151.027778,67.557166,177.083333,23.710322,183.18797,27.277516,true
119.45,53.124889,150.277778,67.134241,178.483333,23.816026,184.609023,26.519528,true
118.225,48.855878,139.805556,65.798749,181.45,23.505805,184.541353,25.259715,true
107.35,55.324474,146.972222,68.015329,175.3,24.971373,184.62406,24.619406,true
134.3,59.920546,153.638889,74.007395,200.85,21.284852,196.721805,28.049025,true
142.275,45.104999,165.75,77.582537,197.133333,20.190169,185.977444,39.5138,true
145.625,60.040024,165.055556,74.322827,204.05,19.959641,198.398496,23.247985,true
139.45,60.580504,167.583333,79.070809,201.166667,23.03142,191.240602,36.126074,true
91.95,43.891445,128.833333,65.049651,155.55,35.017393,127.473684,26.653097,true
109.35,54.669426,142.972222,73.311268,152.6,33.849217,123.586466,27.683309,true
134.2,55.145123,168.111111,75.3107,140.6,38.002765,130.345865,30.526701,true
109.5,57.591844,141.361111,72.287582,156.45,35.631078,136.203008,28.14889,true
121.975,62.743878,161,76.278437,155.383333,38.520121,130.150376,31.038709,true
109.55,51.452218,126.194444,60.306275,158.133333,34.91028,156.759398,21.079629,true
115.375,45.22972,136.888889,64.565262,159.15,33.32166,158.18797,17.521913,true
113.7,54.583364,127.916667,64.68092,165.15,32.852947,163.097744,19.437103,true
119.575,40.303265,134.361111,58.556519,174.5,29.987851,162.804511,15.92428,true
121.075,36.538976,133.388889,62.284269,173.166667,27.944356,161.458647,18.079166,true
88.625,52.807676,132.361111,72.565302,167.683333,34.589845,166.285714,24.778281,true
90.6,55.063506,134.111111,73.363976,166.966667,35.664143,168.533835,26.511447,true
141.675,60.71429,153.083333,71.974351,200.45,19.628261,197.548872,21.094113,true
147.675,64.343783,159.611111,75.366638,199.616667,18.19023,198.255639,20.324509,true
130.3,55.094418,142.361111,70.874195,201.55,19.429512,198.285714,20.000595,true
156.2,74.64693,170.944444,79.96533,194.916667,28.131827,194.571429,26.408586,true
147.725,66.188537,163.25,78.100805,205.516667,17.419541,196.969925,27.737389,true
156.575,58.17299,163.305556,79.457021,208.6,19.798305,188.736842,38.172832,true
125.25,50.743574,143.666667,65.260795,182.116667,21.32961,178.240602,19.95531,true
119.325,53.54001,144.333333,65.724533,182.733333,20.762472,174.571429,22.553736,true
126.55,52.470724,145.555556,65.873665,181.033333,20.951895,178.759398,23.012233,true
127,51.37594,145.666667,66.346708,180.65,22.046811,181.157895,21.089579,true
123.725,54.498171,145.777778,66.952056,181,21.300911,179.977444,19.964919,true
116.7,49.294614,141.833333,65.538865,177.733333,26.174685,130.81203,38.370631,true
138.3,43.612043,154.027778,70.953299,173.733333,25.860687,127.451128,33.843102,true
144.525,44.557072,157.055556,72.180704,173.75,24.044186,130.195489,35.323067,true
144.625,43.335712,154.305556,70.586854,174.966667,24.26895,133.052632,37.429796,true
114.85,41.876834,140.777778,62.280523,180.45,25.173584,127.37594,35.907626,true
148.35,43.330897,158.166667,72.097751,171.783333,24.599223,131.526316,34.480469,true
64.7,25.019172,80.916667,36.646087,118.2,31.51314,83.909774,27.926706,true
60.025,23.817132,74.083333,32.774881,118.3,30.904061,84.278195,27.33999,true
65.9,25.192388,86.722222,38.300773,118.1,31.403174,82.518797,28.599534,true
50.925,20.635279,65.027778,30.178977,105.35,26.845967,73.315789,27.60829,true
53.675,23.384619,72.638889,33.299638,101.733333,28.9932,75.827068,27.104319,true
45.525,19.76657,58.972222,27.577927,106.116667,26.229813,74.849624,27.141742,true
55.1,23.156989,70.472222,33.207991,106.25,25.844794,71.225564,28.180322,true
73.65,33.470653,90.333333,32.625144,137.716667,23.801504,94.43609,28.978402,true
71.85,33.660865,89.472222,33.28791,138.216667,22.554711,96.827068,27.387099,true
73.875,35.673151,91.333333,34.150089,137.266667,22.845737,92.488722,30.575693,true
73.35,37.292709,92.75,35.952647,133.5,27.272946,95.315789,30.157005,true
83.925,39.758494,102.916667,39.568656,154.333333,22.264715,109.142857,22.648882,true
81.225,38.487752,100.972222,40.283627,154.15,22.103627,108.413534,23.487627,true
89.025,37.406627,105.25,39.600415,152.75,24.306395,107.984962,26.505856,true
87.775,39.417221,107.777778,42.125059,151.75,24.714385,108.225564,27.460058,true
75.825,40.616333,84.722222,38.397627,117.133333,25.676255,101.255639,27.495634,true
74.925,40.074538,85.027778,37.979307,117.733333,23.978003,102.969925,28.654139,true
77.95,43.218556,83.5,37.690848,118.583333,24.37649,98.684211,25.990199,true
73.275,42.430025,83.25,37.15633,117.433333,22.630688,101.736842,28.78628,true
63.975,26.577885,84,33.228215,126.316667,23.767583,83.112782,35.21485,true
60.3,28.014831,80.111111,32.622322,129.983333,21.180013,80.654135,28.651259,true
68.95,27.835552,94.888889,41.175428,121.85,25.943763,91.56391,47.199505,true
64.9,26.249103,85.027778,33.792211,127.25,25.651263,78.984962,34.964048,true
69.95,27.758067,96.5,41.543437,123.4,27.597101,87.759398,48.374196,true
73.475,27.324252,88.916667,37.107084,119.3,25.991068,80.323308,28.44174,true
70.875,28.821455,82.555556,32.453434,123.216667,22.083119,85.413534,26.242496,true
65.55,24.409908,78.277778,29.381832,124.766667,20.701565,83.909774,25.77333,true
72.85,26.547055,85.972222,35.172624,121.75,23.74342,76.458647,27.374095,true
68.525,26.86432,79.305556,30.353931,125.55,21.235903,80.819549,23.969309,true
62.125,23.016368,74.472222,28.248374,125.483333,21.304485,79.609023,24.864735,true
94.85,46.801572,94.527778,45.137559,124.383333,26.603869,107.571429,29.432585,true
86.7,48.843654,89.25,43.413872,123.466667,23.929605,108.270677,30.444965,true
100.925,40.926693,118.166667,50.676284,120.95,27.882578,106.842105,29.738212,true
95.925,49.000464,96.638889,45.815252,121.416667,25.646417,102.601504,29.506276,true
102.9,42.85623,118.166667,52.175802,119.483333,28.581428,103.789474,28.428553,true
56.675,24.593503,87.777778,38.688582,142.633333,26.146242,122.368421,32.147028,true
71.7,36.28251,78.916667,41.329599,129.516667,33.836843,122,29.424016,true
69.225,32.631971,95.638889,45.736608,139.8,30.845047,121.150376,31.013071,true
58.625,27.958474,83,39.195481,130.466667,28.748746,107.93985,30.776506,true
49.025,24.239708,75.5,32.258332,132.533333,24.902159,108.203008,31.705501,true
55.2,23.006354,73.916667,33.082905,135.65,25.320873,108.293233,30.38111,true
76.4,32.863197,92.833333,39.140407,136.2,24.338572,98.631579,30.487075,true
91.225,42.691191,90.666667,40.14545,127.783333,28.717261,96.759398,29.034762,true
88.625,34.560009,105.805556,45.994297,131.583333,27.18006,98.120301,31.098825,true
68.425,24.4665,83.833333,34.014703,134.133333,22.948333,90.511278,27.784238,true
87.75,30.177891,109.777778,45.818344,129.216667,23.012223,93.225564,32.452907,true
57.05,29.413018,82.25,39.925914,104.9,19.981941,88.962406,32.107869,true
56.45,29.953768,82.583333,39.799049,104.6,20.094016,87.969925,30.574782,true
67.4,30.544461,93.333333,39.432401,101.65,23.015709,93,37.404221,true
57.15,28.852898,82.833333,39.68267,105.366667,20.625775,81.992481,29.377763,true
68.65,30.502249,93.138889,40.704617,103.15,22.919036,87.481203,33.653448,true
54.05,21.950936,70.111111,30.498504,114.716667,16.742407,98.533835,33.609286,true
60.925,25.810341,75.5,33.021638,113.733333,16.942442,104.406015,41.515612,true
62.525,25.069122,75.611111,33.55616,119.9,19.139718,102.421053,48.324066,true
69.975,23.60192,86.972222,33.754141,115.816667,21.462219,99.398496,45.386879,true
48.175,19.926644,66.555556,28.880487,117.65,19.22289,88.849624,28.391606,true
68.825,47.171203,101.277778,43.451524,149.483333,24.523591,112.338346,29.756305,true
65.15,49.577988,102.138889,44.481234,146.533333,28.723384,113.240602,28.905843,true
66.3,42.341832,101.777778,43.030296,149.85,25.250491,114.556391,29.55719,true
63.9,42.361569,100.694444,44.007025,154.066667,25.924183,116.233083,28.675797,true
60.575,44.532263,102.75,44.69348,150.516667,27.846122,115.315789,29.150957,true
92.675,43.723717,60.944444,24.110394,107.15,20.331011,84.488722,22.299482,true
62.4,21.653211,80.416667,32.173969,121.083333,24.909526,95.969925,22.565037,true
63.275,25.352881,77.25,34.213928,120.033333,24.01692,98.390977,23.369507,true
60.2,21.556366,80.833333,32.888991,119.466667,21.98032,96.37594,22.402517,true
75.3,24.80612,92.027778,39.29121,118.566667,25.017531,91.714286,24.315032,true
79,27.631272,98.527778,41.649892,115.216667,28.542025,93.278195,24.398942,true
79.375,33.910658,99.166667,42.888227,116.416667,32.94592,94.526316,21.068639,true
65.95,25.837708,84.638889,35.210512,122.65,25.712771,93.526316,21.21091,true
64,25.818896,86.333333,35.409442,123.3,26.054246,94.285714,20.672618,true
77,31.924591,97.611111,42.981908,117.883333,30.587519,92.172932,22.657032,true
77.85,27.834262,96.805556,41.946782,120.266667,27.574778,88.639098,23.888421,true
73.625,26.362062,91.388889,38.693135,122.616667,25.279517,90.285714,21.697148,true
68.95,28.831029,78.027778,37.673398,103.766667,29.061808,69.736842,27.870886,true
52.05,20.976116,58.166667,26.049952,109.633333,25.071401,66.834586,26.863341,true
66.55,25.000462,73.888889,37.128178,104.033333,27.103047,72.413534,33.053705,true
73.075,26.810242,90.25,36.296694,99.65,29.700097,72.56391,30.610296,true
75.2,30.78811,84.111111,41.564942,114.783333,30.037317,77.300752,27.721009,true
63.2,23.671036,69.972222,29.134649,116.416667,28.82342,78.977444,28.858187,true
73.525,31.803876,85.861111,41.733955,114.8,31.459848,76.924812,30.227076,true
85.6,33.261821,101.444444,45.834139,111.683333,30.194001,78.556391,28.803255,true
76.2,28.305295,82.888889,40.665027,113.866667,28.057125,80.030075,30.841467,true
37.45,14.524868,54.722222,22.5447,67.816667,17.066661,50.646617,34.379609,true
40.275,16.935757,55.527778,20.771527,64.9,20.019228,47.203008,20.608824,true
57.1,23.909874,64.277778,30.566659,143.116667,29.340255,117.714286,24.139924,true
60.375,25.859272,52.861111,25.726199,133.8,33.463261,115.586466,25.422231,true
40.1,12.608097,57.5,28.777471,160.95,37.789078,101.706767,35.474229,true
43.5,16.929719,55.166667,25.767643,155.1,40.584167,94.240602,38.992841,true
43.275,17.686715,54.166667,24.420717,150.816667,40.380181,97.368421,38.930294,true
62.875,22.523136,70.666667,31.600181,137.45,26.539657,112.902256,25.204877,true
60.35,23.908533,67.388889,28.611963,137.583333,25.756547,112.669173,25.244478,true
60.25,21.845319,71.861111,31.761749,139.266667,25.244477,110.052632,21.381214,true
48.6,18.070801,61.583333,28.59408,155.366667,38.480445,93.556391,36.37232,true
50.525,18.534773,57.75,26.730801,146.633333,44.014623,89.406015,37.732519,true
110.125,49.862985,119.25,57.635988,172.783333,21.596525,151.571429,26.810866,true
124.725,52.622013,131.666667,59.373395,173.45,21.474009,152.368421,23.513527,true
135.05,40.659909,148.694444,65.426434,163.466667,31.548438,143,37.045631,true
123.3,52.686883,134,60.322467,176.05,24.258792,155.984962,22.590553,true
132.8,53.272979,141.666667,62.565623,173.5,27.41551,154.300752,24.07406,true
121.475,43.626026,132.833333,60.401277,175.516667,22.083426,149.684211,30.97393,true
123.325,43.81335,132.444444,60.907632,174.483333,18.601523,151.714286,25.864323,true
50.75,34.694084,88.083333,41.762851,121.766667,20.590739,100.984962,20.370428,true
53.05,39.951862,99.833333,43.425799,117.183333,23.921122,102.75188,25.739195,true
57.275,43.718205,95.944444,44.32474,117,24.282239,103.548872,24.438688,true
56.275,42.36592,93.083333,43.741693,116.966667,25.558817,102.473684,21.661157,true
57.8,44.237819,92.916667,43.889716,119.183333,25.873546,100.789474,19.670025,true
60.45,47.249447,97.861111,44.010488,116.766667,27.59966,100.766917,19.513355,true
51.175,37.611296,90.305556,41.898394,122.6,21.372563,99.87218,18.569449,true
85.05,34.893207,83.555556,34.182238,99.75,21.988922,90.443609,19.094825,true
86.3,32.874431,84.111111,34.770084,99.683333,21.644659,90.135338,17.057293,true
77.975,34.549472,68.666667,25.013139,103.333333,20.069934,90.165414,16.926392,true
78,30.270575,78.027778,31.391069,93.416667,19.900849,77.421053,14.744907,true
80.825,29.24686,88.777778,36.947926,90.216667,22.459071,78.75188,15.790967,true
66.15,29.65576,80.888889,35.045096,85.916667,24.447309,60.315789,19.41273,true
71.125,29.289175,88.361111,32.813022,84.316667,24.370371,60.43609,19.907115,true
63.125,29.268157,73.888889,34.678752,86.766667,24.274815,59.533835,19.407336,true
63.475,30.383858,73.555556,35.079864,86.6,24.824946,64.300752,21.653254,true
59.7,27.411583,66.611111,33.504181,90.1,21.972016,63.954887,20.515281,true
64.25,30.205917,74.388889,35.330503,86.75,24.714385,65.105263,21.744823,true
67.475,29.573886,86,34.28869,84.75,24.827967,65.458647,20.125934,true
75.075,26.726907,90.861111,38.363042,113.066667,22.404499,96.330827,45.939638,true
65.725,22.094189,80.416667,33.354696,114.966667,18.802242,88.383459,28.119798,true
72.125,25.527449,86.138889,36.439502,108.516667,19.882274,80.661654,31.183204,true
71,24.999487,86.444444,36.347878,109.7,19.077274,84.593985,39.585167,true
47.475,17.845473,60.416667,22.283081,104.266667,21.771437,76.578947,19.495225,true
73.725,24.309951,79.083333,30.380798,135.1,24.763765,97.428571,21.232581,true
66.05,16.833955,80.333333,32.212686,112.366667,21.168386,77.022556,19.229265,true
74.025,19.232035,87.916667,36.544591,108.233333,25.724332,78.097744,22.386368,true
64.225,17.817432,74.972222,26.814161,112.766667,22.102509,77.300752,18.814882,true
67.35,24.569681,77.388889,42.590594,105.25,21.050082,86.263158,20.27048,true
55,17.945787,64.583333,28.71672,104.866667,20.614679,85.503759,21.79645,true
60.5,32.216416,73.444444,37.390178,102.5,23.001474,86.007519,24.380039,true
77.025,33.678333,114.027778,59.1277,139.216667,23.110708,113.827068,35.598245,true
75.9,35.972069,115.305556,57.130337,133.183333,23.151302,109.443609,38.55838,true
76.725,34.397367,111.25,59.230964,124.15,25.306812,117.917293,37.066698,true
73.725,35.258741,112.055556,56.762132,120.083333,25.738115,112.526316,42.091635,true
82.95,38.817092,91.972222,47.30659,101.916667,30.561021,115.481203,33.02194,true
95.575,43.775586,104.805556,53.108417,96.633333,30.752135,115.842105,33.577329,true
92.2,42.163418,97.861111,49.625542,96.183333,29.978801,113.684211,34.603461,true
86.525,42.865913,92.666667,47.712233,102.783333,31.406623,117.37594,32.538928,true
75.15,34.0938,90.638889,43.930564,104.7,33.202665,106.796992,32.97652,true
83.95,37.056402,96.472222,48.351975,100.916667,31.191205,103.834586,33.680806,true
83.5,38.080886,116.611111,51.464428,110.016667,30.80859,103.947368,33.97243,true
89.625,27.630054,91.277778,36.044109,89.2,19.767119,87.887218,24.160967,true
80.375,31.361161,103.25,39.263487,91.283333,19.736477,92.548872,38.651996,true
91.1,28.830006,93.833333,36.976054,94.4,22.882308,90.887218,26.20596,true
91.475,29.461829,101.055556,40.413537,90.283333,21.859406,94.43609,38.004257,true
69.475,25.959522,76.75,26.67302,92.983333,16.012169,87.428571,17.549189,true
64.925,25.500515,77.361111,28.950354,90.583333,16.107995,84.714286,21.105281,true
66,25.802007,84.305556,32.153044,89.083333,15.677136,85.556391,19.415479,true
68.5,26.763925,79.361111,29.918129,91.8,16.700553,85.924812,21.071891,true
68.075,26.624057,82.305556,31.546627,91.7,15.48679,86.270677,20.313127,true
72.1,26.979384,80.583333,30.576719,93.983333,15.509966,89.045113,16.908786,true
68,47.218532,66.861111,25.178395,71.35,16.357059,65.804511,19.749361,true
61.35,37.093472,67.416667,29.340732,68.15,15.803695,69.120301,30.139584,true
55.025,25.344283,73.472222,30.936327,68.233333,16.215045,70.556391,28.794048,true
74.65,45.981908,70.222222,25.794918,71.65,14.89719,70.353383,21.193622,true
63.675,35.64741,70.527778,30.340436,69.1,13.534263,72.864662,32.011073,true
27.325,9.890134,39.027778,17.804472,48.183333,12.315749,34.842105,15.472773,true
30.75,10.928087,42.722222,20.312714,44.483333,12.589331,44.541353,44.470711,true
32.425,12.796008,47.166667,21.508138,43.833333,12.979993,44.804511,42.411487,true
27.825,9.012491,40.277778,17.321516,46.4,12.501119,45.548872,39.640518,true
29.95,9.716362,43.472222,20.099021,43.016667,12.504225,53,55.925139,true
28.45,8.805447,41.583333,19.008833,44.833333,12.235218,49.203008,47.163764,true
28,8.912682,37.833333,15.932895,44,13.54215,51.81203,51.367238,true
109.3,37.994736,121.416667,54.914154,125.616667,31.320699,133.157895,38.2644,true
114.4,43.370674,129.611111,57.646845,119.383333,29.941803,124.533835,43.126233,true
119.125,43.697203,134.083333,59.440426,117.633333,31.847075,126.218045,42.800336,true
101.325,42.408506,118,49.553434,131.583333,33.60049,124.203008,34.822876,true
109.1,37.620098,120.555556,51.732523,122.9,31.00667,121.721805,37.093729,true
65.55,31.101117,95.194444,56.772136,91.283333,32.996195,111.609023,37.364672,true
76.2,36.796182,108.833333,58.075567,85.233333,31.415405,111.766917,43.142977,true
66.275,29.96407,79.555556,49.126335,92.016667,32.671706,111.496241,36.565969,true
70.05,32.277602,109.333333,60.384956,96.3,33.207769,107.518797,38.267718,true
72.425,33.35196,113.472222,59.579712,95.633333,36.079933,107.360902,41.641205,true
87.5,40.893859,91.944444,43.250067,86.183333,32.041547,92.669173,39.074855,true
89.95,46.012234,93.777778,44.319045,80.683333,31.796222,83.924812,40.475699,true
85.925,38.775744,97.305556,44.195552,80.583333,31.121028,82.699248,39.554333,true
87.375,39.938856,94.666667,44.0357,83.516667,35.488118,91.721805,39.494218,true
85.575,44.548382,87.472222,39.357327,84.683333,41.433423,87.203008,36.993603,true
53.225,26.0586,88.5,49.044877,88.966667,24.055703,87.81203,37.241869,true
46.75,22.875079,76.388889,43.928694,92.983333,23.990458,84.300752,32.56834,true
57.675,28.368805,90.777778,49.440938,83.233333,23.300809,96.804511,53.837221,true
45.925,23.559404,66.083333,39.184089,84.283333,26.132058,77.383459,30.956157,true
48.875,21.260518,73.361111,42.835334,78.133333,24.865378,78.984962,39.495298,true
56.725,30.03245,85.138889,47.528129,77.5,24.527743,81.398496,38.755242,true
47.725,23.296294,64.833333,38.416886,80.883333,25.781409,76.661654,34.457019,true
39.35,18.405058,61.25,31.354539,64.083333,23.564043,46.225564,24.071427,true
23.275,13.381939,33.166667,15.457777,50.083333,10.415588,53.097744,44.218957,true
21.1,12.514197,30.416667,16.26631,48.616667,18.804157,65.390977,62.671563,true
23.75,13.779863,33.5,16.481158,49.166667,14.18183,61.368421,54.540154,true
24.725,12.911906,34.638889,16.430204,48.85,14.238674,62.210526,55.573873,true
85.05,54.821833,98.222222,45.777793,82.95,30.224821,97.112782,24.518284,true
104.775,76.05008,101.027778,57.417512,85.7,22.348776,97.909774,24.870409,true
91.85,66.804172,101.527778,52.972492,85.65,20.942071,95.308271,23.205662,true
86.4,57.04645,100.388889,46.947556,83.283333,22.240665,96.969925,30.752911,true
86.4,57.04645,100.388889,46.947556,83.283333,22.240665,96.969925,30.752911,true
67.2,61.179098,55.694444,31.252721,72.983333,22.954259,69.466165,30.088644,true
54.425,34.652774,68.916667,42.729966,80.45,38.722579,75.270677,37.627989,true
50.675,36.077827,57.722222,30.277395,79.533333,32.254006,78.052632,41.34799,true
49.975,23.869826,80.222222,49.059795,82.116667,47.723104,77.691729,46.88674,true
48.925,27.250394,68.638889,43.426228,80.866667,45.114719,77.774436,47.135783,true
45.05,20.987114,69.361111,33.33994,79.95,33.68117,56.330827,18.939586,true
39.4,15.50153,57.5,29.846751,82.916667,31.59344,55.443609,19.723242,true
