@relation train

@attribute RightEyeMean numeric
@attribute RightEyeSD numeric
@attribute LeftEyeMean numeric
@attribute LeftEyeSD numeric
@attribute NoseMean numeric
@attribute NoseSD numeric
@attribute LipsMean numeric
@attribute LipsSD numeric
@attribute Class {true,false}

@data
107.525,41.209277,125.75,57.207579,125.416667,31.498879,140.804511,26.825886,true
102.375,38.192956,111.305556,49.206747,128.633333,31.156775,142.609023,29.069883,true
105.175,36.664723,137.277778,66.303894,152.216667,30.650624,146.804511,30.425632,true
98.875,33.878507,108.444444,45.114106,139.633333,25.64488,110.24812,26.204154,true
102.025,36.315207,119.222222,50.009777,139,29.02658,112.924812,27.895808,true
126.55,43.118769,147.472222,68.927492,149.566667,32.412786,152.12782,28.577225,true
121.8,39.119934,134.305556,61.083465,153.933333,32.407818,151.631579,25.883326,true
117.775,39.644243,126.305556,56.107967,155.633333,33.722178,152.12782,28.615903,true
101.7,35.115341,111.472222,47.672386,146.683333,26.366705,122.120301,26.890642,true
104.45,37.756949,117.611111,50.322547,143.766667,29.490226,121.473684,27.304839,true
99.025,33.041146,108.777778,44.869405,146.116667,26.887141,121.473684,26.498879,true
122.4,42.60059,145.027778,66.094515,151.1,35.221671,161.842105,31.463746,true
100.175,33.252636,120.361111,53.929665,130.933333,24.756349,111.511278,19.715636,true
99.45,30.856949,115.5,51.592081,134.133333,24.622208,114.864662,17.424635,true
100.225,28.158423,125.361111,55.229988,133.566667,26.088095,116.548872,19.20364,true
102.5,33.10744,114.666667,50.763316,139.1,25.162994,120.827068,18.39405,true
103.5,29.757998,117.194444,52.05811,141.35,26.24127,121.172932,18.672826,true
101.5,41.897922,141.944444,71.094683,153.616667,23.025477,146.24812,21.297818,true
107.175,47.01712,150.166667,73.234067,153.45,22.499284,147.150376,21.999482,true
110.025,43.703246,145.583333,71.512786,155.75,22.638369,144.691729,24.145136,true
116.575,48.265233,151.138889,71.745643,151.05,22.797878,139.864662,25.850028,true
95.925,27.847006,123.416667,57.163112,126.1,23.789116,124.18797,20.728457,true
94.5,28.590836,124.666667,57.364001,122.416667,24.424419,120.87218,19.017701,true
93.8,27.050949,123,55.58931,125.3,22.740466,119.526316,19.773175,true
87,23.564423,110.444444,49.844584,122.016667,20.709853,115.105263,18.65121,true
87.1,23.038207,110.694444,48.941843,119.7,21.152633,110.639098,17.58242,true
90.425,25.823749,115.5,51.878154,115.633333,22.65883,113.676692,18.450404,true
102.95,41.70467,133.972222,65.517494,145.766667,26.899919,149.706767,26.784432,true
92.325,31.635251,121.416667,60.999941,152.2,25.256515,146.503759,26.197566,true
96.375,35.290507,130.722222,66.399488,154.783333,25.580111,147.015038,20.95666,true
104.075,40.648201,138.722222,67.579207,152.516667,25.972927,143.458647,23.481299,true
108.85,43.100092,144.75,66.542092,150.1,27.170335,144.616541,23.103759,true
102.65,40.633162,137.888889,67.804668,151.733333,26.833995,148.466165,22.249463,true
128.325,38.712211,149.527778,70.712491,156.1,27.141625,152.105263,23.441178,true
116.425,35.738285,132.333333,58.757613,161.133333,24.598103,152.518797,22.264798,true
129.75,38.136563,147.805556,69.346261,156.066667,28.347042,153.43609,22.314336,true
125.95,36.29929,153.75,71.202077,150.333333,31.378318,150.443609,23.563394,true
101.9,36.848129,117.722222,53.221699,125.066667,24.147054,123.87218,20.625232,true
108.625,36.400682,111.861111,48.196712,128.533333,24.726618,123.097744,18.0659,true
100.15,31.598077,119.194444,54.874829,124.933333,23.542149,122.398496,17.539972,true
109.825,37.460329,112.333333,48.367049,128.416667,24.007973,123.360902,20.516563,true
113.4,36.066747,113.416667,46.037485,134.416667,27.132001,124.263158,19.214457,true
103.575,33.920637,116.75,52.033163,133.883333,25.202967,125.458647,17.03673,true
114.125,56.056834,155,75.956755,189.016667,28.763496,173.308271,30.622378,true
142,51.937339,164.694444,72.595088,194.666667,29.061983,176.112782,33.555845,true
128.15,51.725384,160.416667,73.225435,189.316667,28.207759,169.969925,32.903887,true
120.65,58.42047,157.666667,76.311018,192.283333,26.547745,172.902256,34.101645,true
114.225,31.312722,120.527778,51.940893,130.333333,17.614196,121.766917,19.935839,true
108.7,30.652895,109.333333,43.955822,132.383333,19.104611,122.511278,20.474898,true
114.925,33.094571,120.416667,51.572072,149.216667,23.651489,122.451128,22.683416,true
116.7,33.247479,132.888889,58.926966,145.366667,24.12395,120.030075,24.75637,true
112.925,33.140252,124.666667,54.583619,143.366667,28.604235,117.007519,27.191102,true
67.65,32.250263,119.861111,71.810526,135.05,34.445449,106.052632,24.982514,true
64.175,25.095599,100.583333,66.089712,140.533333,34.064479,100.503759,20.539549,true
65.475,27.810704,105.861111,69.675637,143.3,35.945958,110.383459,25.577192,true
61.65,23.404525,91.805556,58.682594,138.233333,32.711563,108.578947,32.705808,true
63.5,29.427878,107.277778,68.613456,131.25,31.595765,106.300752,32.329268,true
98.325,30.507996,125.25,64.437955,152.933333,35.524576,95.308271,47.902075,true
91.3,28.278106,109.194444,54.663552,156.95,34.654921,84.541353,42.604686,true
90.5,26.828993,113.583333,56.239475,154.616667,36.594013,98.353383,50.758369,true
106.475,34.295838,134.722222,68.820101,149.6,33.060909,90.06015,45.357796,true
97.8,29.382709,120.555556,60.887458,157.683333,35.641098,88.676692,44.138135,true
103.6,35.111398,128.888889,65.836498,155.566667,36.010529,94.120301,46.640313,true
89.775,27.782569,109.444444,53.238785,160.65,37.717876,91.180451,46.005078,true
106.8,35.218148,130.611111,66.345105,153.8,33.800411,84.827068,43.036896,true
90.225,41.289154,91.361111,40.178994,123.366667,22.740963,102.353383,25.209184,true
94.425,37.740604,103.638889,45.828346,119.4,21.799705,107.43609,36.247331,true
90.075,45.78175,88.111111,38.738521,124.55,22.083374,103.345865,27.06503,true
96.275,40.283602,101.416667,43.835651,128.05,20.251323,104.285714,24.670118,true
100.6,41.188622,107.5,47.896615,125.65,20.724034,106.240602,28.389379,true
91,44.57434,91.722222,40.541768,129.333333,21.35786,103.255639,24.435336,true
83.7,31.554755,125.222222,69.288676,164.55,27.716131,151.383459,27.999654,true
86.225,31.912129,121.055556,66.22427,167.733333,28.852557,154.729323,27.193785,true
90.15,31.350418,135.305556,75.876524,159.316667,31.380925,143.533835,34.048439,true
88.175,35.175667,121.444444,66.748759,158,30.097581,145.721805,28.051185,true
95.925,37.982714,113.944444,58.381966,162.35,28.164062,143.503759,26.211443,true
89.625,32.30201,130.833333,72.911492,151.866667,33.536455,139.781955,30.819941,true
103.275,43.039628,123.055556,55.950971,165.383333,31.954465,134.315789,31.797505,true
104.05,46.680007,119.916667,55.755781,167.716667,31.052766,137.609023,26.794627,true
99.5,45.49838,107.5,54.059491,160.95,31.479035,134.428571,28.714183,true
124.8,42.809776,141.722222,67.197199,171.616667,31.070228,154.857143,27.641411,true
118.925,52.427428,145,71.236427,162.716667,34.679693,148.052632,34.320308,true
130.7,51.934475,148.583333,73.986244,165.3,34.645077,156.518797,28.018825,true
124.225,43.378175,135.583333,63.980968,172.616667,31.025463,154.56391,27.634616,true
126.075,46.377707,142.194444,67.380718,169.95,29.602121,155.360902,30.133626,true
120.975,54.95942,146.194444,71.746307,158.85,32.196865,149.135338,35.025052,true
53,28.227101,81.027778,40.396242,99.2,32.151021,46.586466,25.313228,true
38.85,21.911886,58.944444,32.554082,104.2,29.414513,47.526316,26.693995,true
56.075,27.947192,89.305556,38.309879,93.866667,34.723834,44.112782,22.107058,true
48.525,27.758101,74.222222,37.84488,97.683333,32.420694,44.172932,23.656158,true
41.025,23.811748,63.472222,33.589527,100.2,31.008911,44.218045,24.066933,true
164.375,59.090408,170.444444,79.213795,214.916667,21.116538,198.518797,22.313741,true
161.85,54.606541,170.583333,78.264159,213.983333,20.455401,196.330827,23.709326,true
164.775,58.734731,168.027778,78.384213,213.95,20.589141,197.300752,21.967947,true
166.275,54.640544,171.583333,79.342431,217.033333,17.083014,197.669173,23.090311,true
163.35,55.065253,170.472222,80.029097,215.166667,19.606438,194.81203,27.799649,true
168.975,61.828335,169.888889,79.919881,218.8,20.611664,202.142857,20.998608,true
79.975,55.036812,117.166667,77.776787,107.233333,60.062218,153.992481,40.602563,true
100.6,55.149587,136.222222,77.702036,102.466667,59.18041,152.601504,38.121802,true
52.275,32.667703,89.472222,67.476763,120.55,58.984176,153.082707,41.867223,true
112,66.978374,141.055556,81.272714,108.25,64.689775,167.744361,41.182825,true
54.975,28.404123,86.944444,69.14248,142.983333,60.138679,164.195489,42.849889,true
117.925,62.817353,145.722222,81.928753,114.483333,66.071736,166.781955,37.801984,true
135.775,48.524637,147.166667,69.683571,206.983333,25.238182,208.150376,18.689041,true
153.075,51.679182,165.888889,77.507521,201.233333,25.418775,201.481203,26.840325,true
137.95,45.611486,150.527778,71.149535,203.8,26.037001,203.406015,19.235399,true
133.375,43.622323,143.472222,68.381905,205.35,25.611058,204.233083,18.942052,true
149.7,51.698931,163.777778,76.952346,199.3,25.102029,196.796992,30.733152,true
145.975,48.191651,160.166667,75.648624,200.583333,27.428979,203.774436,18.828016,true
126.65,46.586864,143.305556,66.772458,179.6,22.560803,183.218045,26.699886,true
114.825,46.666239,145.666667,68.621529,175.133333,23.190783,182.781955,24.004526,true
127.325,46.628586,146.5,68.594669,176.216667,24.469346,182.721805,26.92733,true
130.1,47.249908,145.944444,67.528595,178.183333,23.373527,184.315789,26.241411,true
127.55,43.587784,138.944444,63.533543,183.666667,21.498653,184.300752,25.094967,true
113.775,47.385212,148.111111,68.358207,173.016667,26.00358,184.045113,24.222724,true
142.6,52.747487,157.416667,71.190439,204.033333,19.602807,196.24812,27.704448,true
142.275,45.104999,165.75,77.582537,197.133333,20.190169,185.977444,39.5138,true
156.425,49.133459,162.638889,73.034298,208.3,18.752898,198.360902,23.238662,true
152.275,49.749623,169,79.417163,199.35,23.10391,191.157895,36.073755,true
91.95,43.891445,128.833333,65.049651,155.55,35.017393,127.473684,26.653097,true
109.35,54.669426,142.972222,73.311268,152.6,33.849217,123.586466,27.683309,true
134.2,55.145123,168.111111,75.3107,140.6,38.002765,130.345865,30.526701,true
109.5,57.591844,141.361111,72.287582,156.45,35.631078,136.203008,28.14889,true
126.375,56.432255,161.722222,75.984439,150.45,37.567307,128.842105,29.753238,true
113.925,42.406088,128.638889,61.778939,167.65,31.749456,156.789474,21.078156,true
124.075,41.012436,133.805556,62.236792,166.7,29.570542,157.887218,17.337407,true
115.325,48.117584,134.555556,63.219547,175.233333,29.692416,162.684211,19.072179,true
119.575,40.303265,134.361111,58.556519,174.5,29.987851,162.804511,15.92428,true
121.075,36.538976,133.388889,62.284269,173.166667,27.944356,161.458647,18.079166,true
133.325,43.552731,145.361111,68.728099,174.2,26.505388,162.142857,19.679301,true
148.85,47.936149,155.527778,68.976802,197.65,18.640965,197.06015,15.644129,true
158.975,49.825587,167.25,75.854513,194.75,18.452527,195.601504,17.368092,true
167.15,51.734802,173.861111,77.826236,188.283333,22.579495,197.278195,16.182367,true
156.45,50.570565,161,72.419413,197.916667,18.391497,200.172932,15.076829,true
166.8,49.91182,173.444444,77.287753,189.266667,25.969909,198.263158,17.42251,true
76.35,20.619321,129.25,70.946408,163.266667,43.984923,138.157895,50.09655,true
97.725,46.106336,152.722222,76.688837,148.816667,49.010373,138.819549,48.302367,true
74.275,22.004647,124.694444,71.017833,166.6,41.730044,132.954887,46.252251,true
86.575,38.792603,140.583333,75.233494,159.716667,43.107313,130.022556,43.367434,true
56.5,38.211288,87.194444,49.790314,110.55,37.235588,57.06015,35.0324,true
68.5,38.836937,102.083333,52.012293,105,37.87938,62.654135,42.414271,true
49.025,34.355224,76.722222,46.61,110.016667,34.974321,54.902256,33.389316,true
62.45,37.81056,92.694444,51.16797,105.3,34.569164,60.345865,41.599651,true
91.175,45.487044,138.722222,67.614711,173.666667,37.476169,169.218045,27.378475,true
105.75,48.598169,132.944444,63.051428,180.116667,34.473813,169.894737,31.879571,true
89.35,43.726158,142.444444,70.902123,169.383333,38.905837,167.593985,26.999449,true
94.45,47.87963,130.027778,62.740047,175.033333,36.882299,168.24812,27.819604,true
85.25,41.377406,141.027778,71.674058,162.833333,40.040728,165.285714,24.428799,true
87.775,43.216502,143.5,72.284952,162.333333,42.5344,167.699248,25.92442,true
145.1,47.916487,156.416667,73.797551,207.833333,18.131503,197.172932,20.925739,true
152.875,52.312761,161.527778,76.168792,206.016667,18.008935,197.796992,20.062689,true
135.825,46.231795,148.444444,69.306542,209.7,18.148446,198.052632,19.923078,true
164.825,61.241383,174.333333,80.505546,198.816667,28.469128,193.932331,26.057976,true
158.05,54.284129,162.027778,77.949612,211.7,16.985837,196.390977,27.382209,true
156.575,58.17299,163.305556,79.457021,208.6,19.798305,188.736842,38.172832,true
130.95,39.109937,145.694444,66.326388,186.383333,20.016173,177.894737,19.641971,true
125.05,41.09211,147.472222,66.917641,183.35,19.365201,174.18797,22.209113,true
132.125,40.05521,148.166667,67.186096,186.6,20.500682,178.278195,22.643266,true
131.275,38.953613,148.416667,67.640806,184.333333,20.735352,180.631579,20.621948,true
128.825,41.030875,149.388889,68.368028,183.283333,19.715856,179.481203,19.471658,true
123.125,42.570718,140.861111,65.021382,180.116667,23.951994,129.360902,37.402669,true
138.3,43.612043,154.027778,70.953299,173.733333,25.860687,127.451128,33.843102,true
144.525,44.557072,157.055556,72.180704,173.75,24.044186,130.195489,35.323067,true
144.625,43.335712,154.305556,70.586854,174.966667,24.26895,133.052632,37.429796,true
114.85,41.876834,140.777778,62.280523,180.45,25.173584,127.37594,35.907626,true
148.35,43.330897,158.166667,72.097751,171.783333,24.599223,131.526316,34.480469,true
64.7,25.019172,80.916667,36.646087,118.2,31.51314,83.909774,27.926706,true
60.025,23.817132,74.083333,32.774881,118.3,30.904061,84.278195,27.33999,true
65.9,25.192388,86.722222,38.300773,118.1,31.403174,82.518797,28.599534,true
50.925,20.635279,65.027778,30.178977,105.35,26.845967,73.315789,27.60829,true
53.675,23.384619,72.638889,33.299638,101.733333,28.9932,75.827068,27.104319,true
45.525,19.76657,58.972222,27.577927,106.116667,26.229813,74.849624,27.141742,true
55.1,23.156989,70.472222,33.207991,106.25,25.844794,71.225564,28.180322,true
73.65,33.470653,90.333333,32.625144,137.716667,23.801504,94.43609,28.978402,true
71.85,33.660865,89.472222,33.28791,138.216667,22.554711,96.827068,27.387099,true
73.875,35.673151,91.333333,34.150089,137.266667,22.845737,92.488722,30.575693,true
73.35,37.292709,92.75,35.952647,133.5,27.272946,95.315789,30.157005,true
83.925,39.758494,102.916667,39.568656,154.333333,22.264715,109.142857,22.648882,true
81.225,38.487752,100.972222,40.283627,154.15,22.103627,108.413534,23.487627,true
89.025,37.406627,105.25,39.600415,152.75,24.306395,107.984962,26.505856,true
87.775,39.417221,107.777778,42.125059,151.75,24.714385,108.225564,27.460058,true
75.825,40.616333,84.722222,38.397627,117.133333,25.676255,101.255639,27.495634,true
74.925,40.074538,85.027778,37.979307,117.733333,23.978003,102.969925,28.654139,true
77.95,43.218556,83.5,37.690848,118.583333,24.37649,98.684211,25.990199,true
73.275,42.430025,83.25,37.15633,117.433333,22.630688,101.736842,28.78628,true
63.975,26.577885,84,33.228215,126.316667,23.767583,83.112782,35.21485,true
60.3,28.014831,80.111111,32.622322,129.983333,21.180013,80.654135,28.651259,true
68.95,27.835552,94.888889,41.175428,121.85,25.943763,91.56391,47.199505,true
64.9,26.249103,85.027778,33.792211,127.25,25.651263,78.984962,34.964048,true
69.95,27.758067,96.5,41.543437,123.4,27.597101,87.759398,48.374196,true
73.475,27.324252,88.916667,37.107084,119.3,25.991068,80.323308,28.44174,true
70.875,28.821455,82.555556,32.453434,123.216667,22.083119,85.413534,26.242496,true
65.55,24.409908,78.277778,29.381832,124.766667,20.701565,83.909774,25.77333,true
72.85,26.547055,85.972222,35.172624,121.75,23.74342,76.458647,27.374095,true
68.525,26.86432,79.305556,30.353931,125.55,21.235903,80.819549,23.969309,true
62.125,23.016368,74.472222,28.248374,125.483333,21.304485,79.609023,24.864735,true
94.85,46.801572,94.527778,45.137559,124.383333,26.603869,107.571429,29.432585,true
86.7,48.843654,89.25,43.413872,123.466667,23.929605,108.270677,30.444965,true
100.925,40.926693,118.166667,50.676284,120.95,27.882578,106.842105,29.738212,true
95.925,49.000464,96.638889,45.815252,121.416667,25.646417,102.601504,29.506276,true
102.9,42.85623,118.166667,52.175802,119.483333,28.581428,103.789474,28.428553,true
56.675,24.593503,87.777778,38.688582,142.633333,26.146242,122.368421,32.147028,true
64.275,27.855845,89.611111,41.835923,143.516667,27.372813,121.37594,29.778374,true
69.225,32.631971,95.638889,45.736608,139.8,30.845047,121.150376,31.013071,true
58.625,27.958474,83,39.195481,130.466667,28.748746,107.93985,30.776506,true
49.025,24.239708,75.5,32.258332,132.533333,24.902159,108.203008,31.705501,true
55.2,23.006354,73.916667,33.082905,135.65,25.320873,108.293233,30.38111,true
76.4,32.863197,92.833333,39.140407,136.2,24.338572,98.631579,30.487075,true
84.6,32.296543,101.388889,43.87077,133.283333,24.297654,96.007519,29.481246,true
88.625,34.560009,105.805556,45.994297,131.583333,27.18006,98.120301,31.098825,true
68.425,24.4665,83.833333,34.014703,134.133333,22.948333,90.511278,27.784238,true
87.75,30.177891,109.777778,45.818344,129.216667,23.012223,93.225564,32.452907,true
57.05,29.413018,82.25,39.925914,104.9,19.981941,88.962406,32.107869,true
56.45,29.953768,82.583333,39.799049,104.6,20.094016,87.969925,30.574782,true
67.4,30.544461,93.333333,39.432401,101.65,23.015709,93,37.404221,true
57.15,28.852898,82.833333,39.68267,105.366667,20.625775,81.992481,29.377763,true
68.65,30.502249,93.138889,40.704617,103.15,22.919036,87.481203,33.653448,true
54.05,21.950936,70.111111,30.498504,114.716667,16.742407,98.533835,33.609286,true
60.925,25.810341,75.5,33.021638,113.733333,16.942442,104.406015,41.515612,true
62.525,25.069122,75.611111,33.55616,119.9,19.139718,102.421053,48.324066,true
69.975,23.60192,86.972222,33.754141,115.816667,21.462219,99.398496,45.386879,true
48.175,19.926644,66.555556,28.880487,117.65,19.22289,88.849624,28.391606,true
68.825,47.171203,101.277778,43.451524,149.483333,24.523591,112.338346,29.756305,true
65.15,49.577988,102.138889,44.481234,146.533333,28.723384,113.240602,28.905843,true
66.3,42.341832,101.777778,43.030296,149.85,25.250491,114.556391,29.55719,true
63.9,42.361569,100.694444,44.007025,154.066667,25.924183,116.233083,28.675797,true
60.575,44.532263,102.75,44.69348,150.516667,27.846122,115.315789,29.150957,true
92.675,43.723717,60.944444,24.110394,107.15,20.331011,84.488722,22.299482,true
80.75,38.050405,67.472222,28.660063,108.166667,20.248596,89.330827,31.688283,true
75.725,37.44739,67.805556,30.016014,101.816667,22.175335,82.240602,20.444363,true
96.325,41.896936,63.555556,25.069554,102.416667,20.459378,82.120301,20.399435,true
77.3,33.29603,78.638889,35.56415,100.883333,23.423219,86.691729,26.24049,true
72.9,32.484158,78.777778,30.53533,121.216667,17.786008,108.947368,23.1341,true
81.225,31.272571,88.333333,33.077398,121.033333,18.920858,105.398496,23.417469,true
63.575,33.437188,72.777778,31.358855,119.633333,18.47579,109.631579,22.686758,true
87.225,32.8247,86.805556,32.485442,117.716667,21.036765,102.503759,23.014694,true
83.625,32.523512,81.805556,28.5275,117.783333,20.024639,105.81203,24.605416,true
65.475,34.286117,72.083333,30.8048,116.333333,19.0055,107.984962,26.590037,true
47.25,13.695872,66.583333,32.313973,104.35,16.87524,80.518797,28.226519,true
53.875,20.926229,80.194444,38.731176,99.633333,20.67748,86.56391,38.590381,true
50.925,12.542006,59.055556,24.798553,98.866667,19.07209,75.924812,20.249813,true
49.65,14.262287,59.25,26.675162,97.916667,18.243449,82.789474,31.600741,true
51.375,15.193939,71.027778,35.241604,97.983333,18.185943,78.315789,26.713794,true
54.05,19.563113,76.916667,37.359546,96.05,18.769273,85.255639,39.393057,true
51.45,14.040144,69.222222,34.596541,97.55,17.25622,87.909774,41.814065,true
94.9,47.580862,80.333333,33.460424,137.566667,21.795169,110.593985,37.180566,true
109.325,43.768849,98.222222,39.748575,137.933333,27.692541,103.684211,40.882383,true
111.75,45.157133,97.888889,40.524968,136.4,30.36289,102.661654,37.260729,true
103,48.593025,88.138889,35.5529,136.316667,21.778929,109.511278,33.853879,true
93.35,46.328011,76.555556,32.494786,138.016667,22.984513,105,33.422003,true
97.85,45.588769,85.027778,34.938711,134.533333,23.163726,112.864662,30.128961,true
106.7,46.091993,90.805556,35.452841,136.55,24.493116,113.691729,35.234965,true
101.75,48.789317,84.333333,34.854801,136.433333,25.919279,113.586466,33.53766,true
101.65,47.578572,83.5,35.184818,135.166667,26.735469,111.278195,31.534578,true
110.15,39.813379,100.944444,40.73815,133.916667,25.352626,113.609023,34.516758,true
48.05,29.362413,60.388889,24.469547,107.033333,12.530595,86.120301,20.936425,true
51.525,29.771771,63.777778,23.107341,106.583333,12.200711,84.218045,18.951428,true
39.625,27.308013,55.277778,23.855052,98.333333,12.422869,74.684211,17.259327,true
32.275,25.6415,45.444444,26.360625,97.833333,14.671738,76.721805,22.612129,true
113.775,43.833887,89.055556,39.721131,129.75,15.987946,85.593985,26.553273,true
106.45,47.909075,74.166667,31.748566,128.766667,18.391566,82.533835,24.257317,true
117.675,38.967697,103,45.082147,131.216667,17.291216,84.992481,26.418398,true
111.025,49.650309,81.444444,35.310415,139.55,14.944445,94.075188,26.911365,true
123.2,45.421784,95.944444,42.798494,142.1,21.129704,92.932331,27.628267,true
58.85,22.378504,83.083333,37.972452,110.666667,33.955438,94.278195,24.366008,true
53.4,19.185732,72.25,34.325646,117.933333,28.37513,93.045113,22.629046,true
51.275,18.258805,76.777778,34.166074,114.166667,31.394789,93.458647,24.096244,true
56.775,23.391306,88.444444,38.70138,106.683333,33.645455,93.308271,23.554315,true
53.675,19.158432,75.055556,32.784966,114.4,28.703747,89,26.558968,true
57.925,23.93087,81.25,36.496869,110.216667,33.470499,89.496241,25.735138,true
55.4,24.285482,87.444444,38.685135,105.233333,35.277287,91.496241,31.243817,true
55.7,24.758526,87.444444,38.5853,106.666667,35.965929,89.796992,28.690026,true
52.425,29.151142,66.666667,29.575086,122.783333,19.716715,99.759398,27.433984,true
61.125,27.498427,74.444444,28.009636,122.3,18.556647,99.87218,25.988463,true
60.35,27.185545,72.75,28.324018,126.1,17.757023,93.766917,28.518173,true
59.675,25.735725,73.5,28.403722,124.033333,18.357991,94,27.530149,true
69.175,28.90026,90.305556,37.942678,109.05,23.016151,86.353383,24.216572,true
62.5,25.634512,83.916667,36.46084,109.95,21.344173,83.654135,19.868143,true
67.025,28.211188,86.611111,37.481636,111.233333,19.373551,89.428571,23.438277,true
78.825,30.686912,101.666667,37.928504,102.3,27.759439,91.180451,21.15163,true
